기준년월,	HSK품목코드,	수출입구분코드,	수산물수출입품목명,	HSK품목대분류,	HSK품목중분류,	HSK품목소분류,	수출입구분명,	당월 수출입중량,	당월 수출입미화금액,	당해 누계 수출입중량,	당해 누계 수출입미화금액,	데이터기준일자	
'201805','1604199090','I','어류조제품(연어청어고등어기타/조제/밀폐용기에 넣은 것)','1604','19','9090','수입','887725','4738176','3823256','19475006','2018-06-30'
'201805','1604201000','I','생선페이스트','1604','20','1000','수입','38','154','28799','59899','2018-06-30'
'201805','1604202000','I','생선마리네이드','1604','20','2000','수입','36','636','7037','45740','2018-06-30'
'201805','1604203000','I','생선소시지','1604','20','3000','수입','0','0','1','6','2018-06-30'
'201805','1604204010','I','생선묵(게맛)','1604','20','4010','수입','115987','323351','584582','1668070','2018-06-30'
'201805','1604204090','I','생선묵(게맛의 것 이외 기타)','1604','20','4090','수입','189690','743586','835754','3381940','2018-06-30'
'201805','1604209000','I','어류조제저장제품(생선 페이스트마리네이드소시지생선묵)','1604','20','9000','수입','253425','1153846','1179231','5923423','2018-06-30'
'201805','1604310000','I','캐비아','1604','31','0000','수입','63','49042','384','299745','2018-06-30'
'201805','1604320000','I','캐비아 대용물','1604','32','0000','수입','206143','1239211','972567','7637354','2018-06-30'
'201805','1605101010','I','게살(밀폐용기에넣은것)','1605','10','1010','수입','347','51211','2683','183109','2018-06-30'
'201805','1605101091','I','붉은 대게살(밀폐용기에 넣은 것 훈제한 것 이외 기타)','1605','10','1091','수입','12095','171354','24302','364207','2018-06-30'
'201805','1605101099','I','기타 게살(밀폐용기에 넣은 것 훈제한 것 이외 기타)','1605','10','1099','수입','47904','208793','88076','651339','2018-06-30'
'201805','1605109000','I','게 조제품(게살 이외 기타)','1605','10','9000','수입','2264','19320','17695','158622','2018-06-30'
'201805','1605211000','I','새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것)','1605','21','1000','수입','934907','6501272','4376064','30816612','2018-06-30'
'201805','1605219000','I','새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타)','1605','21','9000','수입','767438','8794208','3469444','39445077','2018-06-30'
'201805','1605290000','I','새우류(조제 또는 저장처리)','1605','29','0000','수입','19798','178903','139563','1429123','2018-06-30'
'201805','1605301000','I','바다가재(밀폐용기에넣은것)','1605','30','1000','수입','341','13324','8654','61406','2018-06-30'
'201805','1605309000','I','바다가재(통조림외)','1605','30','9000','수입','3496','13992','21043','519448','2018-06-30'
'201805','1605401000','I','기타갑각류(밀폐용기에넣은것)','1605','40','1000','수입','1','21','1687','4228','2018-06-30'
'201805','1605409000','I','갑각류 조제품(게새우바다가재기타/밀폐용기에넣은것이외기타)','1605','40','9000','수입','0','27','2','105','2018-06-30'
'201805','1605511000','I','굴(조제 또는 저장처리)(밀폐용기에 넣은 것)','1605','51','1000','수입','68','1253','171','3325','2018-06-30'
'201805','1605519000','I','굴(조제 또는 저장처리)(기타)','1605','51','9000','수입','19501','55980','66283','279341','2018-06-30'
'201805','1605521000','I','가리비과의 조개(밀폐용기에넣은것)','1605','52','1000','수입','0','27','76','3489','2018-06-30'
'201805','1605529000','I','가리비과의 조개(조제 또는 저장처리)(기타)','1605','52','9000','수입','77580','345958','217149','1469633','2018-06-30'
'201805','1605531000','I','홍합(조제 또는 저장처리)(밀폐용기에 넣은 것)','1605','53','1000','수입','1','12','35','249','2018-06-30'
'201805','1605539000','I','홍합(조제 또는 저장처리)(기타)','1605','53','9000','수입','312434','1043330','2060659','8228672','2018-06-30'
'201805','1605541090','I','갑오징어와 오징어(조제 또는 저장처리)(기타)','1605','54','1090','수입','17593','82462','58610','222795','2018-06-30'
'201805','1605542010','I','오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)','1605','54','2010','수입','10789','23991','12454','34974','2018-06-30'
'201805','1605542091','I','조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것)','1605','54','2091','수입','488898','2579150','2076252','9467508','2018-06-30'
'201805','1605542099','I','오징어 기타(조제 또는 저장처리)','1605','54','2099','수입','2319062','11879860','9991337','57524019','2018-06-30'
'201805','1605551000','I','문어(조제 또는 저장처리)(밀폐용기에 넣은 것)','1605','55','1000','수입','0','0','5000','12729','2018-06-30'
'201805','1605559000','I','문어(조제 또는 저장처리)(기타)','1605','55','9000','수입','688239','4990003','3029732','20084993','2018-06-30'
'201805','1605561010','I','바지락(조제 또는 저장처리)(밀폐용기에 넣은 것)','1605','56','1010','수입','13872','68729','23646','120493','2018-06-30'
'201805','1605561090','I','바지락(조제 또는 저장처리)(기타)','1605','56','1090','수입','378276','890154','2079658','4833359','2018-06-30'
'201805','1605562090','I','새조개(조제 또는 저장처리)(기타)','1605','56','2090','수입','0','0','4877','17004','2018-06-30'
'201805','1605569010','I','클램 새조개 및 피조개 기타(조제 또는 저장처리)(밀폐용기에 넣은 것)','1605','56','9010','수입','1','8','2','35','2018-06-30'
'201805','1605569090','I','클램 새조개 및 피조개 기타(조제 또는 저장처리)(기타)','1605','56','9090','수입','28133','152111','186596','824363','2018-06-30'
'201805','1605571000','I','전복(밀폐용기에넣은것)','1605','57','1000','수입','408','21239','408','21239','2018-06-30'
'201805','1605579000','I','전복(조제 또는 저장처리) 기타','1605','57','9000','수입','31643','575080','244829','3748951','2018-06-30'
'201805','1605581000','I','달팽이(조제 또는 저장처리)(밀폐용기에 넣은 것)','1605','58','1000','수입','26088','93680','35809','129356','2018-06-30'
'201805','1605589000','I','달팽이(조제 또는 저장처리)(기타)','1605','58','9000','수입','21837','285650','51109','413266','2018-06-30'
'201805','1605591090','I','골뱅이(조제 또는 저장처리)(기타)','1605','59','1090','수입','671602','7908463','1868437','22294603','2018-06-30'
'201805','1605592010','I','소라(밀폐용기에 넣은것)','1605','59','2010','수입','702','10217','702','10217','2018-06-30'
'201805','1605592090','I','소라(조제 또는 저장처리)기타','1605','59','2090','수입','48649','209147','277173','1733075','2018-06-30'
'201805','1605599090','I','연체동물 기타(조제 또는 저장처리)(기타)','1605','59','9090','수입','392625','1633787','2834035','12903965','2018-06-30'
'201805','1605611000','I','해삼(조제 또는 저장처리)(밀폐용기에 넣은 것)','1605','61','1000','수입','0','0','6','54','2018-06-30'
'201805','1605619000','I','해삼(조제 또는 저장처리)기타','1605','61','9000','수입','18344','1484026','80443','5647475','2018-06-30'
'201805','1605621000','I','성게(조제 또는 저장처리)(밀폐용기에 넣은 것)','1605','62','1000','수입','0','0','1','27','2018-06-30'
'201805','1605639000','I','해파리(조제 또는 저장처리)(기타)','1605','63','9000','수입','2772','35352','12988','162967','2018-06-30'
'201805','1605691000','I','기타 수생무척추동물의 기타(밀폐용기에넣은걱)','1605','69','1000','수입','4','87','6','116','2018-06-30'
'201805','1605699000','I','기타 수생무척추동물의 기타(조제 또는 저장처리)(기타)','1605','69','9000','수입','18204','167957','87597','588026','2018-06-30'
'201805','2104102000','I','어류의 수우프 브로드와 수우프 브로드 제조용 조제품','2104','10','2000','수입','3175','31501','9214','95466','2018-06-30'
'201805','2106904010','I','김(조제한식용해초류)','2106','90','4010','수입','2296','81679','4567','142431','2018-06-30'
'201805','2106904090','I','조제한식용해조류(김 이외 기타)','2106','90','4090','수입','15254','62739','41930','295571','2018-06-30'
'201805','2301201000','I','어류의 분.조분 및 펠리트','2301','20','1000','수입','5310777','10108053','18255704','33209794','2018-06-30'
'201805','2301209000','I','어류외기타 분.조분 및 펠리트','2301','20','9000','수입','153975','319325','401577','697382','2018-06-30'
'201805','2501001010','I','암염(岩鹽)','2501','00','1010','수입','43075','41191','594772','202315','2018-06-30'
'201805','2501001020','I','천일염','2501','00','1020','수입','331331510','8143544','1950640507','52272719','2018-06-30'
'201805','2501009010','I','식염','2501','00','9010','수입','26319451','2114164','110654969','9163560','2018-06-30'
'201805','2501009020','I','순염화나트륨','2501','00','9020','수입','929804','382508','4760459','2787427','2018-06-30'
'201805','2501009090','I','기타소금해수','2501','00','9090','수입','5296835','883277','23041326','3916743','2018-06-30'
'201805','4202211040','I','장어류의 가죽으로 만든 것','4202','21','1040','수입','0','0','7','1552','2018-06-30'
'201805','4202311040','I','장어류의 가죽으로 만든 것','4202','31','1040','수입','1002','7490','1308','12432','2018-06-30'
'201805','4203301040','I','장어류의 가죽으로 만든 것','4203','30','1040','수입','0','0','41','2506','2018-06-30'
'201805','7101101000','I','가공하지 않은 것','7101','10','1000','수입','1','708','1','1172','2018-06-30'
'201805','7101102000','I','가공한 것','7101','10','2000','수입','3','441','3','501','2018-06-30'
'201805','7101210000','I','양식진주(가공하지않은것)','7101','21','0000','수입','2','8454','5','82171','2018-06-30'
'201805','7101220000','I','양식진주(가공한것)','7101','22','0000','수입','73','100514','269','824279','2018-06-30'
'201805','7116101000','I','천연진주로만든 것','7116','10','1000','수입','0','0','11','2059','2018-06-30'
'201805','7116102000','I','양식진주로 만든 것','7116','10','2000','수입','60','29558','357','182574','2018-06-30'
'201805','9601901010','I','진주양식용핵','9601','90','1010','수입','131','2619','131','2619','2018-06-30'
'201805','9601901090','I','패각(기타)','9601','90','1090','수입','2878','63059','44712','333452','2018-06-30'
'201805','9606291000','I','조개껍질로 만든것','9606','29','1000','수입','825','21357','3642','93037','2018-06-30'
