연번,영업장면적,업태명,,,,,,감성주점
3894,77.88,한식,,,,,,
3895,162.92,한식,,,,,,
3896,196.65,한식,,,,,,
3897,85.69,한식,,,,,,
3898,74.8,한식,,,,,,
3899,108.23,기타,,,,,,
3900,24.94,호프/통닭,,,,,,
3901,137.86,까페,,,,,,
3902,89.88,한식,,,,,,
3903,82.65,통닭(치킨),,,,,,
3904,110.94,통닭(치킨),,,,,,
3905,61.46,한식,,,,,,
3906,250.33,호프/통닭,,,,,,
3907,174.62,호프/통닭,,,,,,
3908,174.62,호프/통닭,,,,,,
3909,102.24,정종/대포집/소주방,,,,,,
3910,36.72,통닭(치킨),,,,,,
3911,181.4,식육(숯불구이),,,,,,
3912,86.44,한식,,,,,,
3913,132,까페,,,,,,
3914,49.74,한식,,,,,,
3915,264,기타,,,,,,
3916,302.7,기타,,,,,,
3917,33.06,분식,,,,,,
3918,498.11,탕류(보신용),,,,,,
3919,66.5,호프/통닭,,,,,,
3920,239.67,한식,,,,,,
3921,66,통닭(치킨),,,,,,
3922,29.88,통닭(치킨),,,,,,
3923,231.53,한식,,,,,,
3924,306,기타,,,,,,
3925,59.16,식육(숯불구이),,,,,,
3926,82.5,까페,,,,,,
3927,58.7,한식,,,,,,
3928,43.92,한식,,,,,,
3929,98,한식,,,,,,
3930,75.9,한식,,,,,,
3931,59.32,한식,,,,,,
3932,205.53,탕류(보신용),,,,,,
3933,76.34,식육(숯불구이),,,,,,
3934,63.45,한식,,,,,,
3935,30,기타,,,,,,
3936,66,까페,,,,,,
3937,82.58,패스트푸드,,,,,,
3938,69.3,호프/통닭,,,,,,
3939,109.89,까페,,,,,,
3940,312.75,한식,,,,,,
3941,65.52,한식,,,,,,
3942,50.44,한식,,,,,,
3943,82.5,까페,,,,,,
3944,48.9,한식,,,,,,
3945,67.2,한식,,,,,,
3946,44.03,회집,,,,,,
3947,94.19,호프/통닭,,,,,,
3948,208.4,한식,,,,,,
3949,58.5,호프/통닭,,,,,,
3950,336,한식,,,,,,
3951,67.43,한식,,,,,,
3952,67,기타,,,,,,
3953,631.71,경양식,,,,,,
3954,102.34,회집,,,,,,
3955,111.02,기타,,,,,,
3956,117.39,호프/통닭,,,,,,
3957,84.57,한식,,,,,,
3958,50.36,호프/통닭,,,,,,
3959,143.5,통닭(치킨),,,,,,
3960,112.68,한식,,,,,,
3961,88.98,한식,,,,,,
3962,58.56,한식,,,,,,
3963,40,한식,,,,,,
3964,123.25,한식,,,,,,
3965,274.52,경양식,,,,,,
3966,37.68,한식,,,,,,
3967,90.03,한식,,,,,,
3968,35.16,기타,,,,,,
3969,121.08,한식,,,,,,
3970,51.24,기타,,,,,,
3971,254.46,호프/통닭,,,,,,
3972,70,한식,,,,,,
3973,111.83,까페,,,,,,
3974,173.04,식육(숯불구이),,,,,,
3975,46.84,한식,,,,,,
3976,133,까페,,,,,,
3977,22.4,한식,,,,,,
3978,20,한식,,,,,,
3979,40.5,한식,,,,,,
3980,56.02,한식,,,,,,
3981,41.61,한식,,,,,,
3982,194.51,호프/통닭,,,,,,
3983,30.1,통닭(치킨),,,,,,
3984,33,통닭(치킨),,,,,,
3985,120,한식,,,,,,
3986,33,기타,,,,,,
3987,126.99,한식,,,,,,
3988,104.44,식육(숯불구이),,,,,,
3989,94.24,한식,,,,,,
3990,46.2,식육(숯불구이),,,,,,
3991,330,식육(숯불구이),,,,,,
3992,52.77,식육(숯불구이),,,,,,
3993,50,기타,,,,,,
3994,115.63,까페,,,,,,
3995,73.59,분식,,,,,,
3996,26.4,탕류(보신용),,,,,,
3997,30.72,통닭(치킨),,,,,,
3998,127,한식,,,,,,
3999,238.96,통닭(치킨),,,,,,
4000,86.04,한식,,,,,,
4001,30.34,경양식,,,,,,
4002,121.35,뷔페식,,,,,,
4003,99,한식,,,,,,
4004,46.84,호프/통닭,,,,,,
4005,48.81,통닭(치킨),,,,,,
4006,58.01,한식,,,,,,
4007,53,한식,,,,,,
4008,79.2,회집,,,,,,
4009,37,호프/통닭,,,,,,
4010,89.7,한식,,,,,,
4011,99,한식,,,,,,
4012,51.75,통닭(치킨),,,,,,
4013,52.11,한식,,,,,,
4014,46.02,패스트푸드,,,,,,
4015,19.83,까페,,,,,,
4016,197.53,한식,,,,,,
4017,92.4,탕류(보신용),,,,,,
4018,101.1,한식,,,,,,
4019,72.6,기타,,,,,,
4020,66.11,한식,,,,,,
4021,60,경양식,,,,,,
4022,69,한식,,,,,,
4023,36.3,식육(숯불구이),,,,,,
4024,850.15,경양식,,,,,,
4025,199.35,뷔페식,,,,,,
4026,58.75,기타,,,,,,
4027,281.14,한식,,,,,,
4028,141.1,호프/통닭,,,,,,
4029,66,한식,,,,,,
4030,450.72,한식,,,,,,
4031,118.02,한식,,,,,,
4032,108.55,일식,,,,,,
4033,63.24,호프/통닭,,,,,,
4034,293.99,통닭(치킨),,,,,,
4035,49.59,까페,,,,,,
4036,120.3,식육(숯불구이),,,,,,
4037,66,한식,,,,,,
4038,355.23,한식,,,,,,
4039,82.5,호프/통닭,,,,,,
4040,119.32,경양식,,,,,,
4041,130.6,한식,,,,,,
4042,45,호프/통닭,,,,,,
4043,142,한식,,,,,,
4044,125.4,호프/통닭,,,,,,
4045,49.5,한식,,,,,,
4046,23.11,한식,,,,,,
4047,29.7,통닭(치킨),,,,,,
4048,43.97,한식,,,,,,
4049,69,분식,,,,,,
4050,99,한식,,,,,,
4051,40.95,호프/통닭,,,,,,
4052,76,한식,,,,,,
4053,97.3,한식,,,,,,
4054,113.28,한식,,,,,,
4055,68.59,한식,,,,,,
4056,66,통닭(치킨),,,,,,
4057,83.32,한식,,,,,,
4058,66,한식,,,,,,
4059,123.86,한식,,,,,,
4060,98,식육(숯불구이),,,,,,
4061,41.35,한식,,,,,,
4062,74,통닭(치킨),,,,,,
4063,69.38,호프/통닭,,,,,,
4064,92.4,정종/대포집/소주방,,,,,,
4065,31.2,한식,,,,,,
4066,188.03,한식,,,,,,
4067,25.9,한식,,,,,,
4068,82.5,호프/통닭,,,,,,
4069,89.52,중국식,,,,,,
4070,84.72,한식,,,,,,
4071,82.77,한식,,,,,,
4072,75.9,까페,,,,,,
4073,84.9,까페,,,,,,
4074,100.18,한식,,,,,,
4075,131.98,한식,,,,,,
4076,108.09,한식,,,,,,
4077,39.15,분식,,,,,,
4078,86.92,까페,,,,,,
4079,99,식육(숯불구이),,,,,,
4080,14.3,호프/통닭,,,,,,
4081,60.37,호프/통닭,,,,,,
4082,87.24,한식,,,,,,
4083,38,한식,,,,,,
4084,28.16,기타,,,,,,
4085,95,회집,,,,,,
4086,77.01,한식,,,,,,
4087,68.15,호프/통닭,,,,,,
4088,84.09,한식,,,,,,
4089,72.12,한식,,,,,,
4090,110,까페,,,,,,
4091,132,한식,,,,,,
4092,56,식육(숯불구이),,,,,,
4093,47,까페,,,,,,
4094,97.67,한식,,,,,,
4095,85.8,한식,,,,,,
4096,298.14,한식,,,,,,
4097,89.17,까페,,,,,,
4098,123.25,한식,,,,,,
4099,66.76,패스트푸드,,,,,,
4100,181.08,회집,,,,,,
4101,40.36,한식,,,,,,
4102,97.65,경양식,,,,,,
4103,49.5,한식,,,,,,
4104,194.82,한식,,,,,,
4105,72.25,통닭(치킨),,,,,,
4106,33,한식,,,,,,
4107,98.64,일식,,,,,,
4108,18.12,호프/통닭,,,,,,
4109,97.63,한식,,,,,,
4110,257.1,식육(숯불구이),,,,,,
4111,90.03,한식,,,,,,
4112,30,한식,,,,,,
4113,47.44,한식,,,,,,
4114,84.05,한식,,,,,,
4115,97.52,한식,,,,,,
4116,60,호프/통닭,,,,,,
4117,155.04,한식,,,,,,
4118,102.26,한식,,,,,,
4119,49.8,패스트푸드,,,,,,
4120,49.5,호프/통닭,,,,,,
4121,125.69,한식,,,,,,
4122,46.53,전통찻집,,,,,,
4123,151.2,회집,,,,,,
4124,78.12,중국식,,,,,,
4125,50,통닭(치킨),,,,,,
4126,159,한식,,,,,,
4127,89.71,한식,,,,,,
4128,85.35,호프/통닭,,,,,,
4129,76,식육(숯불구이),,,,,,
4130,33.54,한식,,,,,,
4131,431.53,한식,,,,,,
4132,118,한식,,,,,,
4133,103.02,한식,,,,,,
4134,109.74,한식,,,,,,
4135,60,정종/대포집/소주방,,,,,,
4136,30.6,통닭(치킨),,,,,,
4137,107,한식,,,,,,
4138,99.14,한식,,,,,,
4139,39.78,통닭(치킨),,,,,,
4140,37.98,패스트푸드,,,,,,
4141,63.7,한식,,,,,,
4142,76.43,한식,,,,,,
4143,75.9,한식,,,,,,
4144,343,뷔페식,,,,,,
4145,1091.74,한식,,,,,,
4146,99,한식,,,,,,
4147,64.7,회집,,,,,,
4148,25.45,호프/통닭,,,,,,
4149,117,호프/통닭,,,,,,
4150,121.75,까페,,,,,,
4151,130,한식,,,,,,
4152,99,통닭(치킨),,,,,,
4153,16.53,식육(숯불구이),,,,,,
4154,110,한식,,,,,,
4155,150.52,까페,,,,,,
4156,123.19,한식,,,,,,
4157,99.27,까페,,,,,,
4158,32,한식,,,,,,
4159,88.1,식육(숯불구이),,,,,,
4160,124.96,회집,,,,,,
4161,23.1,한식,,,,,,
4162,33,한식,,,,,,
4163,29.48,회집,,,,,,
4164,180.43,패스트푸드,,,,,,
4165,49.5,한식,,,,,,
4166,82.5,기타,,,,,,
4167,87.88,회집,,,,,,
4168,19.86,식육(숯불구이),,,,,,
4169,66,회집,,,,,,
4170,155.1,한식,,,,,,
4171,26.4,호프/통닭,,,,,,
4172,72.78,호프/통닭,,,,,,
4173,57.6,식육(숯불구이),,,,,,
4174,100.32,한식,,,,,,
4175,23.96,호프/통닭,,,,,,
4176,175.77,한식,,,,,,
4177,83,한식,,,,,,
4178,66.77,한식,,,,,,
4179,75.2,한식,,,,,,
4180,100.8,호프/통닭,,,,,,
4181,49.92,식육(숯불구이),,,,,,
4182,123.89,한식,,,,,,
4183,82.26,호프/통닭,,,,,,
4184,138,식육(숯불구이),,,,,,
4185,64.34,까페,,,,,,
4186,90,한식,,,,,,
4187,131.96,한식,,,,,,
4188,48.7,까페,,,,,,
4189,16,호프/통닭,,,,,,
4190,40.45,호프/통닭,,,,,,
4191,33.22,통닭(치킨),,,,,,
4192,97.4,호프/통닭,,,,,,
4193,120.68,기타,,,,,,
4194,108.9,한식,,,,,,
4195,76.63,일식,,,,,,
4196,135,식육(숯불구이),,,,,,
4197,61.22,중국식,,,,,,
4198,95.9,까페,,,,,,
4199,43.3,분식,,,,,,
4200,55.25,한식,,,,,,
4201,46.89,한식,,,,,,
4202,184.45,뷔페식,,,,,,
4203,53,경양식,,,,,,
4204,51.8,한식,,,,,,
4205,43.97,호프/통닭,,,,,,
4206,66,한식,,,,,,
4207,78.33,까페,,,,,,
4208,81.06,한식,,,,,,
4209,197.7,분식,,,,,,
4210,46,한식,,,,,,
4211,67.2,기타,,,,,,
4212,49,식육(숯불구이),,,,,,
4213,69.38,호프/통닭,,,,,,
4214,60,한식,,,,,,
4215,99,호프/통닭,,,,,,
4216,125.93,한식,,,,,,
4217,10.4,분식,,,,,,
4218,98.4,식육(숯불구이),,,,,,
4219,78,식육(숯불구이),,,,,,
4220,45,한식,,,,,,
4221,196.79,한식,,,,,,
4222,275,호프/통닭,,,,,,
4223,28.6,호프/통닭,,,,,,
4224,69.3,한식,,,,,,
4225,66.01,한식,,,,,,
4226,21,기타,,,,,,
4227,149.98,한식,,,,,,
4228,66.11,식육(숯불구이),,,,,,
4229,92.84,한식,,,,,,
4230,100,호프/통닭,,,,,,
4231,65.16,경양식,,,,,,
4232,468.94,한식,,,,,,
4233,59.4,한식,,,,,,
4234,158,한식,,,,,,
4235,139.29,기타,,,,,,
4236,99,한식,,,,,,
4237,62.93,호프/통닭,,,,,,
4238,48.4,기타,,,,,,
4239,93,통닭(치킨),,,,,,
4240,125.06,호프/통닭,,,,,,
4241,74.91,까페,,,,,,
4242,55,한식,,,,,,
4243,138.15,한식,,,,,,
4244,46.2,식육(숯불구이),,,,,,
4245,365,한식,,,,,,
4246,92.4,한식,,,,,,
4247,90,한식,,,,,,
4248,25,식육(숯불구이),,,,,,
4249,62.4,통닭(치킨),,,,,,
4250,72.53,한식,,,,,,
4251,33,한식,,,,,,
4252,44.64,식육(숯불구이),,,,,,
4253,25.16,분식,,,,,,
4254,148.5,한식,,,,,,
4255,84.61,한식,,,,,,
4256,26.38,한식,,,,,,
4257,118.53,식육(숯불구이),,,,,,
4258,91,호프/통닭,,,,,,
4259,82.5,회집,,,,,,
4260,113,기타,,,,,,
4261,51.75,한식,,,,,,
4262,67.01,중국식,,,,,,
4263,137.86,호프/통닭,,,,,,
4264,143,한식,,,,,,
4265,218.64,한식,,,,,,
4266,127.55,식육(숯불구이),,,,,,
4267,42.05,한식,,,,,,
4268,165.6,한식,,,,,,
4269,68.4,식육(숯불구이),,,,,,
4270,160.08,식육(숯불구이),,,,,,
4271,36.3,한식,,,,,,
4272,26.4,통닭(치킨),,,,,,
4273,33,기타,,,,,,
4274,107.64,통닭(치킨),,,,,,
4275,276.45,식육(숯불구이),,,,,,
4276,184.98,호프/통닭,,,,,,
4277,542.15,한식,,,,,,
4278,60,일식,,,,,,
4279,226.62,한식,,,,,,
4280,169.08,식육(숯불구이),,,,,,
4281,66,통닭(치킨),,,,,,
4282,205.7,기타,,,,,,
4283,541.8,경양식,,,,,,
4284,171.8,기타,,,,,,
4285,100.2,기타,,,,,,
4286,221.64,정종/대포집/소주방,,,,,,
4287,121.9,한식,,,,,,
4288,77.96,경양식,,,,,,
4289,86.01,한식,,,,,,
4290,450.64,경양식,,,,,,
4291,92.71,호프/통닭,,,,,,
4292,60.27,한식,,,,,,
4293,22.5,한식,,,,,,
4294,154.97,까페,,,,,,
4295,75.9,까페,,,,,,
4296,87.44,통닭(치킨),,,,,,
4297,198.28,한식,,,,,,
4298,130,식육(숯불구이),,,,,,
4299,88.22,까페,,,,,,
4300,33.22,한식,,,,,,
4301,117.5,까페,,,,,,
4302,98.78,한식,,,,,,
4303,165.24,식육(숯불구이),,,,,,
4304,90,중국식,,,,,,
4305,59.15,호프/통닭,,,,,,
4306,654.6,한식,,,,,,
4307,42,한식,,,,,,
4308,98.1,한식,,,,,,
4309,43,통닭(치킨),,,,,,
4310,39.6,한식,,,,,,
4311,172.1,한식,,,,,,
4312,29.7,한식,,,,,,
4313,54.59,기타,,,,,,
4314,56,한식,,,,,,
4315,34,호프/통닭,,,,,,
4316,175.16,호프/통닭,,,,,,
4317,66,한식,,,,,,
4318,164.69,한식,,,,,,
4319,29.15,호프/통닭,,,,,,
4320,92.13,회집,,,,,,
4321,82.5,한식,,,,,,
4322,371.88,중국식,,,,,,
4323,145.63,한식,,,,,,
4324,28.98,한식,,,,,,
4325,202.78,식육(숯불구이),,,,,,
4326,49.5,한식,,,,,,
4327,65,식육(숯불구이),,,,,,
4328,54.01,호프/통닭,,,,,,
4329,203.07,한식,,,,,,
4330,148.52,한식,,,,,,
4331,202.16,회집,,,,,,
4332,83.5,중국식,,,,,,
4333,48.96,호프/통닭,,,,,,
4334,93.08,한식,,,,,,
4335,63.68,중국식,,,,,,
4336,117.97,한식,,,,,,
4337,111.65,한식,,,,,,
4338,443.52,한식,,,,,,
4339,51.52,통닭(치킨),,,,,,
4340,16.5,한식,,,,,,
4341,52.8,한식,,,,,,
4342,100.02,한식,,,,,,
4343,118.8,경양식,,,,,,
4344,295,기타,,,,,,
4345,245,기타,,,,,,
4346,49.5,한식,,,,,,
4347,157.85,호프/통닭,,,,,,
4348,67,식육(숯불구이),,,,,,
4349,133.66,까페,,,,,,
4350,70,식육(숯불구이),,,,,,
4351,122,통닭(치킨),,,,,,
4352,118.21,한식,,,,,,
4353,104,한식,,,,,,
4354,29,패스트푸드,,,,,,
4355,60,통닭(치킨),,,,,,
4356,99.15,호프/통닭,,,,,,
4357,73.28,한식,,,,,,
4358,26.4,한식,,,,,,
4359,120.94,경양식,,,,,,
4360,60.12,한식,,,,,,
4361,99,한식,,,,,,
4362,74,한식,,,,,,
4363,129.6,한식,,,,,,
4364,56.1,호프/통닭,,,,,,
4365,198,한식,,,,,,
4366,57.43,중국식,,,,,,
4367,320.93,경양식,,,,,,
4368,32.77,한식,,,,,,
4369,103.56,한식,,,,,,
4370,198,호프/통닭,,,,,,
4371,26.38,경양식,,,,,,
4372,33,통닭(치킨),,,,,,
4373,82.5,한식,,,,,,
4374,169.68,까페,,,,,,
4375,173.53,호프/통닭,,,,,,
4376,18.4,한식,,,,,,
4377,53,한식,,,,,,
4378,155,한식,,,,,,
4379,62.9,한식,,,,,,
4380,121.32,한식,,,,,,
4381,59.54,한식,,,,,,
4382,126.28,회집,,,,,,
4383,334.61,한식,,,,,,
4384,95.7,한식,,,,,,
4385,103.9,회집,,,,,,
4386,257,식육(숯불구이),,,,,,
4387,112.69,호프/통닭,,,,,,
4388,685.7,경양식,,,,,,
4389,83.76,호프/통닭,,,,,,
4390,96.88,식육(숯불구이),,,,,,
4391,122.43,한식,,,,,,
4392,148.05,호프/통닭,,,,,,
4393,115.78,한식,,,,,,
4394,144.3,한식,,,,,,
4395,77,한식,,,,,,
4396,92.08,한식,,,,,,
4397,99,식육(숯불구이),,,,,,
4398,37.74,한식,,,,,,
4399,32.4,통닭(치킨),,,,,,
4400,49.5,한식,,,,,,
4401,16.5,호프/통닭,,,,,,
4402,86.01,한식,,,,,,
4403,71.96,한식,,,,,,
4404,31.41,한식,,,,,,
4405,85,한식,,,,,,
4406,76.44,호프/통닭,,,,,,
4407,98.67,호프/통닭,,,,,,
4408,44.65,김밥(도시락),,,,,,
4409,64.05,한식,,,,,,
4410,135.96,식육(숯불구이),,,,,,
4411,107.73,한식,,,,,,
4412,79,식육(숯불구이),,,,,,
4413,39.6,한식,,,,,,
4414,69.5,패스트푸드,,,,,,
4415,52.64,한식,,,,,,
4416,83.8,한식,,,,,,
4417,74.63,한식,,,,,,
4418,51.5,한식,,,,,,
4419,34.71,한식,,,,,,
4420,37.95,한식,,,,,,
4421,376.8,뷔페식,,,,,,
4422,46.21,한식,,,,,,
4423,92.11,한식,,,,,,
4424,39.1,한식,,,,,,
4425,49.5,통닭(치킨),,,,,,
4426,105.6,한식,,,,,,
4427,27.7,까페,,,,,,
4428,140.79,호프/통닭,,,,,,
4429,41.6,한식,,,,,,
4430,73.59,한식,,,,,,
4431,46.21,패스트푸드,,,,,,
4432,66,한식,,,,,,
4433,118.8,한식,,,,,,
4434,75.44,한식,,,,,,
4435,59.4,분식,,,,,,
4436,61.8,전통찻집,,,,,,
4437,66,통닭(치킨),,,,,,
4438,40.01,한식,,,,,,
4439,53.6,한식,,,,,,
4440,60.2,중국식,,,,,,
4441,74.55,한식,,,,,,
4442,33.12,통닭(치킨),,,,,,
4443,24.84,패스트푸드,,,,,,
4444,26,기타,,,,,,
4445,144.45,한식,,,,,,
4446,224,한식,,,,,,
4447,49.5,호프/통닭,,,,,,
4448,88.32,한식,,,,,,
4449,33,탕류(보신용),,,,,,
4450,53.12,한식,,,,,,
4451,49.92,한식,,,,,,
4452,31.15,호프/통닭,,,,,,
4453,151.34,한식,,,,,,
4454,33,한식,,,,,,
4455,129.31,호프/통닭,,,,,,
4456,84,기타,,,,,,
4457,57.24,전통찻집,,,,,,
4458,43,패스트푸드,,,,,,
4459,71.68,한식,,,,,,
4460,30,식육(숯불구이),,,,,,
4461,28.25,중국식,,,,,,
4462,116.8,한식,,,,,,
4463,30.44,한식,,,,,,
4464,23.49,기타,,,,,,
4465,34.12,한식,,,,,,
4466,82.98,까페,,,,,,
4467,70,분식,,,,,,
4468,37.72,호프/통닭,,,,,,
4469,21.6,한식,,,,,,
4470,55,한식,,,,,,
4471,148,한식,,,,,,
4472,56.1,패스트푸드,,,,,,
4473,75.9,식육(숯불구이),,,,,,
4474,125.98,호프/통닭,,,,,,
4475,55,분식,,,,,,
4476,50.53,한식,,,,,,
4477,52.89,통닭(치킨),,,,,,
4478,82.5,분식,,,,,,
4479,66,호프/통닭,,,,,,
4480,24,통닭(치킨),,,,,,
4481,59.4,통닭(치킨),,,,,,
4482,19.83,식육(숯불구이),,,,,,
4483,69.3,정종/대포집/소주방,,,,,,
4484,92.4,한식,,,,,,
4485,49.5,패스트푸드,,,,,,
4486,33.21,호프/통닭,,,,,,
4487,145,까페,,,,,,
4488,83,한식,,,,,,
4489,33,통닭(치킨),,,,,,
4490,36.3,패스트푸드,,,,,,
4491,33.1,패스트푸드,,,,,,
4492,29.42,호프/통닭,,,,,,
4493,274.95,경양식,,,,,,
4494,16.49,한식,,,,,,
4495,64.86,호프/통닭,,,,,,
4496,24.5,한식,,,,,,
4497,62.82,중국식,,,,,,
4498,91.63,한식,,,,,,
4499,50,한식,,,,,,
4500,29.71,통닭(치킨),,,,,,
4501,99,통닭(치킨),,,,,,
4502,48.44,패스트푸드,,,,,,
4503,42,통닭(치킨),,,,,,
4504,132,식육(숯불구이),,,,,,
4505,99.36,한식,,,,,,
4506,52.32,한식,,,,,,
4507,26.44,까페,,,,,,
4508,128,한식,,,,,,
4509,66,한식,,,,,,
4510,46.2,기타,,,,,,
4511,148.91,정종/대포집/소주방,,,,,,
4512,126,기타,,,,,,
4513,102.64,까페,,,,,,
4514,30.68,통닭(치킨),,,,,,
4515,124.33,한식,,,,,,
4516,81.7,식육(숯불구이),,,,,,
4517,63.52,한식,,,,,,
4518,115.5,한식,,,,,,
4519,61,통닭(치킨),,,,,,
4520,115.51,까페,,,,,,
4521,165,일식,,,,,,
4522,329.77,회집,,,,,,
4523,236.91,한식,,,,,,
4524,60,기타,,,,,,
4525,33,패스트푸드,,,,,,
4526,37.12,한식,,,,,,
4527,59,한식,,,,,,
4528,40,한식,,,,,,
4529,67,까페,,,,,,
4530,117,한식,,,,,,
4531,42.9,한식,,,,,,
4532,32.84,한식,,,,,,
4533,146,한식,,,,,,
4534,74.15,한식,,,,,,
4535,76.32,식육(숯불구이),,,,,,
4536,41.34,한식,,,,,,
4537,144.56,경양식,,,,,,
4538,49.5,기타,,,,,,
4539,63,한식,,,,,,
4540,69.9,한식,,,,,,
4541,58.59,한식,,,,,,
4542,67.6,호프/통닭,,,,,,
4543,77.39,한식,,,,,,
4544,36,한식,,,,,,
4545,15.54,기타,,,,,,
4546,70.91,한식,,,,,,
4547,70.68,식육(숯불구이),,,,,,
4548,50,한식,,,,,,
4549,81.36,호프/통닭,,,,,,
4550,57.69,한식,,,,,,
4551,82.14,한식,,,,,,
4552,42.35,한식,,,,,,
4553,6.6,기타,,,,,,
4554,49.5,한식,,,,,,
4555,49.5,정종/대포집/소주방,,,,,,
4556,426.47,한식,,,,,,
4557,148.4,통닭(치킨),,,,,,
4558,85,한식,,,,,,
4559,115.08,기타,,,,,,
4560,265.36,한식,,,,,,
4561,62.4,기타,,,,,,
4562,29.58,통닭(치킨),,,,,,
4563,59.86,통닭(치킨),,,,,,
4564,55,통닭(치킨),,,,,,
4565,779.03,기타,,,,,,
4566,375.98,한식,,,,,,
4567,364.24,중국식,,,,,,
4568,64.8,한식,,,,,,
4569,52.89,한식,,,,,,
4570,20,한식,,,,,,
4571,31.32,한식,,,,,,
4572,95.85,한식,,,,,,
4573,49.5,호프/통닭,,,,,,
4574,134.74,식육(숯불구이),,,,,,
4575,119.48,한식,,,,,,
4576,167.6,까페,,,,,,
4577,66,통닭(치킨),,,,,,
4578,110.93,정종/대포집/소주방,,,,,,
4579,98.68,한식,,,,,,
4580,160,한식,,,,,,
4581,61.91,정종/대포집/소주방,,,,,,
4582,96,한식,,,,,,
4583,45.2,식육(숯불구이),,,,,,
4584,329.2,까페,,,,,,
4585,45,통닭(치킨),,,,,,
4586,82.56,한식,,,,,,
4587,18,한식,,,,,,
4588,37.51,한식,,,,,,
4589,135.69,한식,,,,,,
4590,266.95,한식,,,,,,
4591,99,통닭(치킨),,,,,,
4592,86.38,한식,,,,,,
4593,49.5,한식,,,,,,
4594,120.45,식육(숯불구이),,,,,,
4595,290.17,한식,,,,,,
4596,98,호프/통닭,,,,,,
4597,117.38,기타,,,,,,
4598,382.48,식육(숯불구이),,,,,,
4599,98.34,식육(숯불구이),,,,,,
4600,82.5,호프/통닭,,,,,,
4601,120.94,한식,,,,,,
4602,164.4,식육(숯불구이),,,,,,
4603,82.6,통닭(치킨),,,,,,
4604,47.04,통닭(치킨),,,,,,
4605,275.55,한식,,,,,,
4606,428.92,경양식,,,,,,
4607,49.5,호프/통닭,,,,,,
4608,37.5,한식,,,,,,
4609,83.13,식육(숯불구이),,,,,,
4610,51.84,분식,,,,,,
4611,64.67,호프/통닭,,,,,,
4612,25.2,정종/대포집/소주방,,,,,,
4613,64.14,회집,,,,,,
4614,26.8,한식,,,,,,
4615,22.8,한식,,,,,,
4616,150.41,기타,,,,,,
4617,117.73,한식,,,,,,
4618,53,호프/통닭,,,,,,
4619,73.73,경양식,,,,,,
4620,57.75,중국식,,,,,,
4621,20.21,한식,,,,,,
4622,55.3,한식,,,,,,
4623,99,까페,,,,,,
4624,52.74,한식,,,,,,
4625,94.39,식육(숯불구이),,,,,,
4626,98.95,식육(숯불구이),,,,,,
4627,125,식육(숯불구이),,,,,,
4628,82.5,한식,,,,,,
4629,137.12,한식,,,,,,
4630,99.04,한식,,,,,,
4631,52.44,한식,,,,,,
4632,22.8,정종/대포집/소주방,,,,,,
4633,58.9,한식,,,,,,
4634,39,한식,,,,,,
4635,67.34,한식,,,,,,
4636,63,한식,,,,,,
4637,92,식육(숯불구이),,,,,,
4638,90.58,식육(숯불구이),,,,,,
4639,176.6,경양식,,,,,,
4640,64.57,통닭(치킨),,,,,,
4641,112.24,한식,,,,,,
4642,57.83,분식,,,,,,
4643,70.31,분식,,,,,,
4644,94,한식,,,,,,
4645,71.92,한식,,,,,,
4646,87.19,한식,,,,,,
4647,50.35,한식,,,,,,
4648,18,까페,,,,,,
4649,67.9,한식,,,,,,
4650,38.32,경양식,,,,,,
4651,87.78,한식,,,,,,
4652,59.32,기타,,,,,,
4653,359.81,식육(숯불구이),,,,,,
4654,47.68,호프/통닭,,,,,,
4655,24.44,분식,,,,,,
4656,110.14,한식,,,,,,
4657,30.4,식육(숯불구이),,,,,,
4658,66,회집,,,,,,
4659,72.6,까페,,,,,,
4660,59,통닭(치킨),,,,,,
4661,58.89,한식,,,,,,
4662,22.83,통닭(치킨),,,,,,
4663,48.74,일식,,,,,,
4664,148.5,한식,,,,,,
4665,395.29,한식,,,,,,
4666,49.5,호프/통닭,,,,,,
4667,44.1,한식,,,,,,
4668,99,한식,,,,,,
4669,41.7,한식,,,,,,
4670,56.1,분식,,,,,,
4671,76.9,패스트푸드,,,,,,
4672,11.19,기타,,,,,,
4673,116.76,중국식,,,,,,
4674,110.4,한식,,,,,,
4675,137.94,한식,,,,,,
4676,27.39,호프/통닭,,,,,,
4677,33,중국식,,,,,,
4678,35.9,분식,,,,,,
4679,121.64,한식,,,,,,
4680,42.52,호프/통닭,,,,,,
4681,66,식육(숯불구이),,,,,,
4682,62.81,한식,,,,,,
4683,40.4,한식,,,,,,
4684,100.05,한식,,,,,,
4685,64.29,까페,,,,,,
4686,65.1,한식,,,,,,
4687,56.76,한식,,,,,,
4688,85.74,한식,,,,,,
4689,62.7,한식,,,,,,
4690,108.8,한식,,,,,,
4691,127.65,식육(숯불구이),,,,,,
4692,26.4,호프/통닭,,,,,,
4693,49.5,패스트푸드,,,,,,
4694,120.48,한식,,,,,,
4695,95.5,호프/통닭,,,,,,
4696,376.54,한식,,,,,,
4697,186.88,호프/통닭,,,,,,
4698,845.45,경양식,,,,,,
4699,64.89,식육(숯불구이),,,,,,
4700,155,한식,,,,,,
4701,199,식육(숯불구이),,,,,,
4702,70.39,한식,,,,,,
4703,163.81,한식,,,,,,
4704,252.58,한식,,,,,,
