연번,영업장면적,업태명,,,,,,감성주점
2764,26.4,경양식,,,,,,
2765,24.4,호프/통닭,,,,,,
2766,20.64,호프/통닭,,,,,,
2767,38.64,한식,,,,,,
2768,41.73,호프/통닭,,,,,,
2769,160.21,한식,,,,,,
2770,43.52,정종/대포집/소주방,,,,,,
2771,56.75,한식,,,,,,
2772,86.33,까페,,,,,,
2773,71.44,호프/통닭,,,,,,
2774,142.7,까페,,,,,,
2775,37.95,식육(숯불구이),,,,,,
2776,60.48,호프/통닭,,,,,,
2777,62.05,한식,,,,,,
2778,30.67,호프/통닭,,,,,,
2779,44.53,한식,,,,,,
2780,46.46,식육(숯불구이),,,,,,
2781,34.65,경양식,,,,,,
2782,28,회집,,,,,,
2783,25.74,통닭(치킨),,,,,,
2784,171.36,한식,,,,,,
2785,110.37,까페,,,,,,
2786,98.22,기타,,,,,,
2787,129.11,한식,,,,,,
2788,36.06,호프/통닭,,,,,,
2789,73.17,까페,,,,,,
2790,216.4,식육(숯불구이),,,,,,
2791,97.02,호프/통닭,,,,,,
2792,870.2,기타,,,,,,
2793,146,기타,,,,,,
2794,151.26,기타,,,,,,
2795,73.56,회집,,,,,,
2796,69.43,호프/통닭,,,,,,
2797,101.63,한식,,,,,,
2798,35.42,한식,,,,,,
2799,53.8,호프/통닭,,,,,,
2800,87.1,호프/통닭,,,,,,
2801,122.71,기타,,,,,,
2802,187.69,식육(숯불구이),,,,,,
2803,48.3,식육(숯불구이),,,,,,
2804,22.2,한식,,,,,,
2805,115.36,식육(숯불구이),,,,,,
2806,75.1,기타,,,,,,
2807,65.78,호프/통닭,,,,,,
2808,99.6,식육(숯불구이),,,,,,
2809,82.71,한식,,,,,,
2810,44.46,한식,,,,,,
2811,64.35,한식,,,,,,
2812,63.08,한식,,,,,,
2813,119.56,통닭(치킨),,,,,,
2814,48.53,한식,,,,,,
2815,185.85,한식,,,,,,
2816,136.8,한식,,,,,,
2817,31.82,호프/통닭,,,,,,
2818,98.07,한식,,,,,,
2819,45.77,김밥(도시락),,,,,,
2820,111.72,한식,,,,,,
2821,130.54,한식,,,,,,
2822,41.57,한식,,,,,,
2823,221.97,한식,,,,,,
2824,155.06,호프/통닭,,,,,,
2825,96.57,회집,,,,,,
2826,145.96,호프/통닭,,,,,,
2827,80.44,기타,,,,,,
2828,59.08,분식,,,,,,
2829,138.85,회집,,,,,,
2830,78.7,한식,,,,,,
2831,30,한식,,,,,,
2832,82.32,까페,,,,,,
2833,67,호프/통닭,,,,,,
2834,63.78,기타,,,,,,
2835,30.71,기타,,,,,,
2836,51.36,분식,,,,,,
2837,85.07,한식,,,,,,
2838,106.37,식육(숯불구이),,,,,,
2839,39.81,정종/대포집/소주방,,,,,,
2840,50.69,기타,,,,,,
2841,35.75,한식,,,,,,
2842,84.68,한식,,,,,,
2843,31.32,한식,,,,,,
2844,15.87,한식,,,,,,
2845,89.91,기타,,,,,,
2846,145.44,식육(숯불구이),,,,,,
2847,69.03,식육(숯불구이),,,,,,
2848,88.5,한식,,,,,,
2849,90.78,한식,,,,,,
2850,36.55,기타,,,,,,
2851,171.1,탕류(보신용),,,,,,
2852,91.91,식육(숯불구이),,,,,,
2853,203.8,한식,,,,,,
2854,41.52,한식,,,,,,
2855,58.86,호프/통닭,,,,,,
2856,82.2,기타,,,,,,
2857,43.05,한식,,,,,,
2858,99.37,한식,,,,,,
2859,151.5,한식,,,,,,
2860,84.97,한식,,,,,,
2861,32.34,한식,,,,,,
2862,78.63,호프/통닭,,,,,,
2863,42.68,한식,,,,,,
2864,79.07,한식,,,,,,
2865,29.89,호프/통닭,,,,,,
2866,93,한식,,,,,,
2867,251.68,한식,,,,,,
2868,386.87,한식,,,,,,
2869,67.25,호프/통닭,,,,,,
2870,65.76,호프/통닭,,,,,,
2871,45.75,한식,,,,,,
2872,28.14,호프/통닭,,,,,,
2873,75.84,호프/통닭,,,,,,
2874,50.81,호프/통닭,,,,,,
2875,142.02,한식,,,,,,
2876,201.58,식육(숯불구이),,,,,,
2877,38.12,호프/통닭,,,,,,
2878,118.84,까페,,,,,,
2879,137.7,한식,,,,,,
2880,142.16,한식,,,,,,
2881,467.85,기타,,,,,,
2882,156.42,기타,,,,,,
2883,111.34,기타,,,,,,
2884,130.64,기타,,,,,,
2885,80.36,한식,,,,,,
2886,139.15,기타,,,,,,
2887,51.3,한식,,,,,,
2888,26.46,한식,,,,,,
2889,175.62,한식,,,,,,
2890,99.84,한식,,,,,,
2891,357.96,한식,,,,,,
2892,59.4,통닭(치킨),,,,,,
2893,52.19,기타,,,,,,
2894,56.95,기타,,,,,,
2895,118.4,한식,,,,,,
2896,135.36,식육(숯불구이),,,,,,
2897,67.67,한식,,,,,,
2898,18.25,분식,,,,,,
2899,250,회집,,,,,,
2900,129.74,통닭(치킨),,,,,,
2901,40,한식,,,,,,
2902,122.64,한식,,,,,,
2903,400.95,일식,,,,,,
2904,25.39,한식,,,,,,
2905,109.32,한식,,,,,,
2906,63.49,일식,,,,,,
2907,86,한식,,,,,,
2908,55.05,호프/통닭,,,,,,
2909,66.96,한식,,,,,,
2910,301.63,한식,,,,,,
2911,83.95,호프/통닭,,,,,,
2912,99.58,한식,,,,,,
2913,109.59,한식,,,,,,
2914,240.72,한식,,,,,,
2915,48,통닭(치킨),,,,,,
2916,75.69,경양식,,,,,,
2917,172.59,한식,,,,,,
2918,23.13,회집,,,,,,
2919,42.85,호프/통닭,,,,,,
2920,35.13,한식,,,,,,
2921,128.73,중국식,,,,,,
2922,21.28,분식,,,,,,
2923,100.8,한식,,,,,,
2924,115.03,한식,,,,,,
2925,240,한식,,,,,,
2926,189.81,한식,,,,,,
2927,48.55,한식,,,,,,
2928,55.81,한식,,,,,,
2929,179.6,까페,,,,,,
2930,123.11,한식,,,,,,
2931,38.17,한식,,,,,,
2932,44.96,호프/통닭,,,,,,
2933,30.24,한식,,,,,,
2934,30.36,한식,,,,,,
2935,72.13,식육(숯불구이),,,,,,
2936,97.2,탕류(보신용),,,,,,
2937,66.65,한식,,,,,,
2938,59.28,분식,,,,,,
2939,51.29,기타,,,,,,
2940,146.67,회집,,,,,,
2941,127.52,통닭(치킨),,,,,,
2942,109.75,기타,,,,,,
2943,122.56,한식,,,,,,
2944,88.2,까페,,,,,,
2945,195.5,한식,,,,,,
2946,36.42,분식,,,,,,
2947,67.99,한식,,,,,,
2948,50.74,호프/통닭,,,,,,
2949,72.86,한식,,,,,,
2950,29.11,통닭(치킨),,,,,,
2951,174.08,한식,,,,,,
2952,65.26,기타,,,,,,
2953,69.42,통닭(치킨),,,,,,
2954,95,경양식,,,,,,
2955,464.66,한식,,,,,,
2956,71.44,한식,,,,,,
2957,48.7,한식,,,,,,
2958,85.18,까페,,,,,,
2959,93.72,한식,,,,,,
2960,98.8,한식,,,,,,
2961,14.44,기타,,,,,,
2962,77.25,한식,,,,,,
2963,60.58,한식,,,,,,
2964,67.44,한식,,,,,,
2965,54.1,회집,,,,,,
2966,48.38,호프/통닭,,,,,,
2967,63.36,호프/통닭,,,,,,
2968,166.11,한식,,,,,,
2969,49.2,호프/통닭,,,,,,
2970,261.57,한식,,,,,,
2971,79.95,식육(숯불구이),,,,,,
2972,29.82,한식,,,,,,
2973,44.69,한식,,,,,,
2974,70.06,한식,,,,,,
2975,233.33,식육(숯불구이),,,,,,
2976,63.17,기타,,,,,,
2977,146.45,한식,,,,,,
2978,44.36,식육(숯불구이),,,,,,
2979,83.88,한식,,,,,,
2980,65.83,한식,,,,,,
2981,78.04,호프/통닭,,,,,,
2982,79.24,정종/대포집/소주방,,,,,,
2983,40.32,한식,,,,,,
2984,79.12,한식,,,,,,
2985,43.4,탕류(보신용),,,,,,
2986,162.84,한식,,,,,,
2987,27.01,통닭(치킨),,,,,,
2988,292.05,호프/통닭,,,,,,
2989,131.52,식육(숯불구이),,,,,,
2990,58.51,호프/통닭,,,,,,
2991,78.53,한식,,,,,,
2992,40.86,한식,,,,,,
2993,30.4,호프/통닭,,,,,,
2994,81.21,식육(숯불구이),,,,,,
2995,54.44,한식,,,,,,
2996,248.22,한식,,,,,,
2997,41.44,호프/통닭,,,,,,
2998,104.79,식육(숯불구이),,,,,,
2999,175.96,한식,,,,,,
3000,85.46,식육(숯불구이),,,,,,
3001,70,호프/통닭,,,,,,
3002,197.09,일식,,,,,,
3003,31.8,분식,,,,,,
3004,49.12,한식,,,,,,
3005,57.85,한식,,,,,,
3006,59.6,패스트푸드,,,,,,
3007,83.94,한식,,,,,,
3008,91.42,한식,,,,,,
3009,395.2,한식,,,,,,
3010,64.78,호프/통닭,,,,,,
3011,97.95,식육(숯불구이),,,,,,
3012,227.08,한식,,,,,,
3013,48.72,기타,,,,,,
3014,29.88,통닭(치킨),,,,,,
3015,459.02,한식,,,,,,
3016,65.05,식육(숯불구이),,,,,,
3017,574.05,한식,,,,,,
3018,100.24,식육(숯불구이),,,,,,
3019,17.05,한식,,,,,,
3020,186.28,한식,,,,,,
3021,64.48,한식,,,,,,
3022,48.2,식육(숯불구이),,,,,,
3023,43.31,호프/통닭,,,,,,
3024,43.47,한식,,,,,,
3025,26.25,까페,,,,,,
3026,32.94,기타,,,,,,
3027,96.26,한식,,,,,,
3028,72,한식,,,,,,
3029,101.59,경양식,,,,,,
3030,46.3,호프/통닭,,,,,,
3031,29.4,한식,,,,,,
3032,102.7,한식,,,,,,
3033,124.25,한식,,,,,,
3034,52.8,까페,,,,,,
3035,93,한식,,,,,,
3036,97,식육(숯불구이),,,,,,
3037,100.26,한식,,,,,,
3038,96.7,한식,,,,,,
3039,94,한식,,,,,,
3040,98.62,기타,,,,,,
3041,85.87,통닭(치킨),,,,,,
3042,31.85,한식,,,,,,
3043,77.4,기타,,,,,,
3044,97.2,한식,,,,,,
3045,38,한식,,,,,,
3046,35.54,식육(숯불구이),,,,,,
3047,566.73,한식,,,,,,
3048,36.6,한식,,,,,,
3049,184.59,한식,,,,,,
3050,480.18,한식,,,,,,
3051,148.68,한식,,,,,,
3052,97.15,회집,,,,,,
3053,62.82,식육(숯불구이),,,,,,
3054,72.45,식육(숯불구이),,,,,,
3055,85,식육(숯불구이),,,,,,
3056,33,분식,,,,,,
3057,28.8,한식,,,,,,
3058,98.65,한식,,,,,,
3059,211.76,회집,,,,,,
3060,246.99,한식,,,,,,
3061,65.3,한식,,,,,,
3062,108.68,기타,,,,,,
3063,85.8,한식,,,,,,
3064,194.14,한식,,,,,,
3065,268.01,전통찻집,,,,,,
3066,101.33,기타,,,,,,
3067,79.02,중국식,,,,,,
3068,48,통닭(치킨),,,,,,
3069,36.54,통닭(치킨),,,,,,
3070,99,한식,,,,,,
3071,29.7,통닭(치킨),,,,,,
3072,65.65,한식,,,,,,
3073,217.88,호프/통닭,,,,,,
3074,41.4,분식,,,,,,
3075,55.62,한식,,,,,,
3076,66.1,한식,,,,,,
3077,114.07,한식,,,,,,
3078,98.88,한식,,,,,,
3079,409.5,탕류(보신용),,,,,,
3080,455.85,회집,,,,,,
3081,26.4,한식,,,,,,
3082,49.84,호프/통닭,,,,,,
3083,89.1,중국식,,,,,,
3084,251.15,까페,,,,,,
3085,23.86,회집,,,,,,
3086,162.64,식육(숯불구이),,,,,,
3087,319.28,기타,,,,,,
3088,817.4,한식,,,,,,
3089,280.5,한식,,,,,,
3090,153.9,한식,,,,,,
3091,112.5,한식,,,,,,
3092,105.6,탕류(보신용),,,,,,
3093,371.27,식육(숯불구이),,,,,,
3094,24.92,분식,,,,,,
3095,89.1,경양식,,,,,,
3096,305.96,일식,,,,,,
3097,98.4,한식,,,,,,
3098,99,한식,,,,,,
3099,222.4,한식,,,,,,
3100,230.56,일식,,,,,,
3101,353.44,식육(숯불구이),,,,,,
3102,26.44,한식,,,,,,
3103,59.4,호프/통닭,,,,,,
3104,262.56,한식,,,,,,
3105,69.6,호프/통닭,,,,,,
3106,90.88,한식,,,,,,
3107,114.51,식육(숯불구이),,,,,,
3108,100.52,한식,,,,,,
3109,208.08,식육(숯불구이),,,,,,
3110,51.38,식육(숯불구이),,,,,,
3111,37.93,한식,,,,,,
3112,220.5,회집,,,,,,
3113,138.12,식육(숯불구이),,,,,,
3114,149.92,식육(숯불구이),,,,,,
3115,109.6,호프/통닭,,,,,,
3116,31.39,호프/통닭,,,,,,
3117,102.3,한식,,,,,,
3118,159.08,한식,,,,,,
3119,45.15,한식,,,,,,
3120,244,한식,,,,,,
3121,82.29,김밥(도시락),,,,,,
3122,87.48,한식,,,,,,
3123,93.48,분식,,,,,,
3124,62.8,식육(숯불구이),,,,,,
3125,96.85,한식,,,,,,
3126,206.1,한식,,,,,,
3127,62.81,호프/통닭,,,,,,
3128,92,한식,,,,,,
3129,40.65,호프/통닭,,,,,,
3130,224.42,식육(숯불구이),,,,,,
3131,109.84,호프/통닭,,,,,,
3132,120.52,한식,,,,,,
3133,97.67,한식,,,,,,
3134,52.28,뷔페식,,,,,,
3135,82.24,호프/통닭,,,,,,
3136,58.19,식육(숯불구이),,,,,,
3137,99,식육(숯불구이),,,,,,
3138,151.24,한식,,,,,,
3139,38.5,통닭(치킨),,,,,,
3140,361.05,한식,,,,,,
3141,49.05,회집,,,,,,
3142,147.96,탕류(보신용),,,,,,
3143,56.85,분식,,,,,,
3144,33,한식,,,,,,
3145,24,김밥(도시락),,,,,,
3146,59.76,식육(숯불구이),,,,,,
3147,130.55,한식,,,,,,
3148,245.56,한식,,,,,,
3149,136.6,통닭(치킨),,,,,,
3150,168.22,회집,,,,,,
3151,96.46,한식,,,,,,
3152,74.24,한식,,,,,,
3153,156.66,중국식,,,,,,
3154,117.6,호프/통닭,,,,,,
3155,70.21,한식,,,,,,
3156,84.8,한식,,,,,,
3157,199.72,식육(숯불구이),,,,,,
3158,76.83,기타,,,,,,
3159,47.74,한식,,,,,,
3160,68.75,한식,,,,,,
3161,66,호프/통닭,,,,,,
3162,236.74,식육(숯불구이),,,,,,
3163,72.6,경양식,,,,,,
3164,96.82,식육(숯불구이),,,,,,
3165,55.44,분식,,,,,,
3166,144,한식,,,,,,
3167,159.21,식육(숯불구이),,,,,,
3168,157.22,한식,,,,,,
3169,180.4,식육(숯불구이),,,,,,
3170,103.61,한식,,,,,,
3171,519.34,경양식,,,,,,
3172,106.22,기타,,,,,,
3173,106.22,기타,,,,,,
3174,106.22,기타,,,,,,
3175,41.52,한식,,,,,,
3176,99.19,호프/통닭,,,,,,
3177,78.87,경양식,,,,,,
3178,658.53,경양식,,,,,,
3179,35.77,분식,,,,,,
3180,64.21,한식,,,,,,
3181,390.14,한식,,,,,,
3182,19.8,한식,,,,,,
3183,42.2,경양식,,,,,,
3184,126.67,식육(숯불구이),,,,,,
3185,30,한식,,,,,,
3186,140,식육(숯불구이),,,,,,
3187,113.03,통닭(치킨),,,,,,
3188,107.53,탕류(보신용),,,,,,
3189,99,분식,,,,,,
3190,34.17,식육(숯불구이),,,,,,
3191,202.42,한식,,,,,,
3192,60,한식,,,,,,
3193,499.5,식육(숯불구이),,,,,,
3194,48,한식,,,,,,
3195,45.32,까페,,,,,,
3196,336.65,식육(숯불구이),,,,,,
3197,138.25,탕류(보신용),,,,,,
3198,43.41,한식,,,,,,
3199,75.44,정종/대포집/소주방,,,,,,
3200,57.76,한식,,,,,,
3201,63.1,한식,,,,,,
3202,33,까페,,,,,,
3203,118.28,호프/통닭,,,,,,
3204,57.75,한식,,,,,,
3205,53.28,분식,,,,,,
3206,70.84,까페,,,,,,
3207,64.97,회집,,,,,,
3208,76.44,정종/대포집/소주방,,,,,,
3209,164.02,호프/통닭,,,,,,
3210,216.91,기타,,,,,,
3211,47.73,통닭(치킨),,,,,,
3212,217.8,한식,,,,,,
3213,88.42,회집,,,,,,
3214,50.71,한식,,,,,,
3215,34.81,분식,,,,,,
3216,37.5,한식,,,,,,
3217,20.54,통닭(치킨),,,,,,
3218,69.66,한식,,,,,,
3219,111.34,호프/통닭,,,,,,
3220,27.26,기타,,,,,,
3221,71.84,식육(숯불구이),,,,,,
3222,142.9,식육(숯불구이),,,,,,
3223,63.99,호프/통닭,,,,,,
3224,160.2,한식,,,,,,
3225,52.57,한식,,,,,,
3226,366,한식,,,,,,
3227,161.4,한식,,,,,,
3228,415.22,한식,,,,,,
3229,47.09,호프/통닭,,,,,,
3230,66.5,경양식,,,,,,
3231,98.82,한식,,,,,,
3232,81.88,한식,,,,,,
3233,58.5,패스트푸드,,,,,,
3234,113.96,까페,,,,,,
3235,330.86,한식,,,,,,
3236,92.99,통닭(치킨),,,,,,
3237,99.9,한식,,,,,,
3238,40.17,분식,,,,,,
3239,83.83,한식,,,,,,
3240,39.33,한식,,,,,,
3241,69.19,식육(숯불구이),,,,,,
3242,23.1,분식,,,,,,
3243,88.96,호프/통닭,,,,,,
3244,59.71,한식,,,,,,
3245,213.1,기타,,,,,,
3246,116.13,한식,,,,,,
3247,113.84,한식,,,,,,
3248,97.09,호프/통닭,,,,,,
3249,337.74,한식,,,,,,
3250,75.46,호프/통닭,,,,,,
3251,92.4,식육(숯불구이),,,,,,
3252,151.67,한식,,,,,,
3253,27.52,통닭(치킨),,,,,,
3254,170.38,한식,,,,,,
3255,59.27,통닭(치킨),,,,,,
3256,28.38,분식,,,,,,
3257,51.92,한식,,,,,,
3258,79.8,한식,,,,,,
3259,74.9,식육(숯불구이),,,,,,
3260,73.22,식육(숯불구이),,,,,,
3261,74.24,한식,,,,,,
3262,54.77,통닭(치킨),,,,,,
3263,90.25,한식,,,,,,
3264,90.09,한식,,,,,,
3265,363,한식,,,,,,
3266,26.91,호프/통닭,,,,,,
3267,353,한식,,,,,,
3268,197.88,한식,,,,,,
3269,176.09,한식,,,,,,
3270,25.01,회집,,,,,,
3271,50.9,패스트푸드,,,,,,
3272,45.76,한식,,,,,,
3273,75.66,한식,,,,,,
3274,28.5,식육(숯불구이),,,,,,
3275,89.82,한식,,,,,,
3276,103.5,한식,,,,,,
3277,68.22,식육(숯불구이),,,,,,
3278,51.3,분식,,,,,,
3279,87.8,기타,,,,,,
3280,41.34,호프/통닭,,,,,,
3281,49,한식,,,,,,
3282,85.8,기타,,,,,,
3283,158.79,패스트푸드,,,,,,
3284,48.22,한식,,,,,,
3285,38.42,호프/통닭,,,,,,
3286,36.5,한식,,,,,,
3287,105.08,한식,,,,,,
3288,32,한식,,,,,,
3289,91.07,한식,,,,,,
3290,97.29,호프/통닭,,,,,,
3291,129.48,한식,,,,,,
3292,83.36,한식,,,,,,
3293,96,까페,,,,,,
3294,79.29,중국식,,,,,,
3295,137.61,식육(숯불구이),,,,,,
3296,52.44,호프/통닭,,,,,,
3297,75.51,한식,,,,,,
3298,65.76,식육(숯불구이),,,,,,
3299,41.86,한식,,,,,,
3300,31,한식,,,,,,
3301,110.4,중국식,,,,,,
3302,147.06,한식,,,,,,
3303,418.5,식육(숯불구이),,,,,,
3304,64.93,한식,,,,,,
3305,59.38,기타,,,,,,
3306,178.83,한식,,,,,,
3307,32.4,한식,,,,,,
3308,313.91,한식,,,,,,
3309,55.14,중국식,,,,,,
3310,87.91,한식,,,,,,
3311,87.95,한식,,,,,,
3312,55.11,경양식,,,,,,
3313,773.47,한식,,,,,,
3314,128.79,식육(숯불구이),,,,,,
3315,32.76,한식,,,,,,
3316,99,한식,,,,,,
3317,111.04,까페,,,,,,
3318,82.99,통닭(치킨),,,,,,
3319,64.17,까페,,,,,,
3320,86.78,통닭(치킨),,,,,,
3321,12.96,한식,,,,,,
3322,72,한식,,,,,,
3323,66.38,한식,,,,,,
3324,625.72,식육(숯불구이),,,,,,
3325,882.06,한식,,,,,,
3326,83.46,한식,,,,,,
3327,80.7,한식,,,,,,
3328,80.7,한식,,,,,,
3329,26.39,호프/통닭,,,,,,
3330,18,한식,,,,,,
3331,223.46,식육(숯불구이),,,,,,
3332,124.57,호프/통닭,,,,,,
3333,87.5,한식,,,,,,
3334,51.35,일식,,,,,,
3335,167.25,한식,,,,,,
3336,69.12,한식,,,,,,
3337,395.1,식육(숯불구이),,,,,,
3338,42,까페,,,,,,
3339,136.42,기타,,,,,,
3340,39.39,분식,,,,,,
3341,49.2,한식,,,,,,
3342,43.24,식육(숯불구이),,,,,,
3343,49.43,한식,,,,,,
3344,93.6,경양식,,,,,,
3345,62,한식,,,,,,
3346,258.62,회집,,,,,,
3347,40,호프/통닭,,,,,,
3348,49.56,통닭(치킨),,,,,,
3349,101.4,중국식,,,,,,
3350,20.68,통닭(치킨),,,,,,
3351,214.5,회집,,,,,,
3352,36.88,호프/통닭,,,,,,
3353,111.6,회집,,,,,,
3354,33,한식,,,,,,
3355,392.85,한식,,,,,,
3356,152.84,호프/통닭,,,,,,
3357,27.64,식육(숯불구이),,,,,,
3358,154.57,한식,,,,,,
3359,45.65,회집,,,,,,
3360,66.11,식육(숯불구이),,,,,,
3361,85,호프/통닭,,,,,,
3362,286.56,한식,,,,,,
3363,77.95,호프/통닭,,,,,,
3364,23.33,중국식,,,,,,
3365,140.28,식육(숯불구이),,,,,,
3366,61.39,통닭(치킨),,,,,,
3367,198,기타,,,,,,
3368,49.4,통닭(치킨),,,,,,
3369,40.8,분식,,,,,,
3370,492,한식,,,,,,
3371,159.5,일식,,,,,,
3372,76.3,한식,,,,,,
3373,77.83,중국식,,,,,,
3374,31.05,한식,,,,,,
3375,108.23,회집,,,,,,
3376,122.7,한식,,,,,,
3377,95.39,까페,,,,,,
3378,87.41,기타,,,,,,
3379,40.5,통닭(치킨),,,,,,
3380,152.55,회집,,,,,,
3381,390.72,한식,,,,,,
3382,104.08,회집,,,,,,
3383,380.16,호프/통닭,,,,,,
3384,19.52,한식,,,,,,
3385,51.66,한식,,,,,,
3386,36.54,통닭(치킨),,,,,,
3387,135.49,식육(숯불구이),,,,,,
3388,48.33,한식,,,,,,
3389,79.32,기타,,,,,,
3390,89.13,호프/통닭,,,,,,
3391,92.4,호프/통닭,,,,,,
3392,107.26,일식,,,,,,
3393,93.22,통닭(치킨),,,,,,
3394,76.05,식육(숯불구이),,,,,,
3395,54.32,호프/통닭,,,,,,
3396,27.77,호프/통닭,,,,,,
3397,70.52,통닭(치킨),,,,,,
3398,66,한식,,,,,,
3399,166.11,한식,,,,,,
3400,264,중국식,,,,,,
3401,102.41,한식,,,,,,
3402,153.84,회집,,,,,,
3403,164.48,기타,,,,,,
3404,66,한식,,,,,,
3405,63.21,호프/통닭,,,,,,
3406,151.86,호프/통닭,,,,,,
3407,85,식육(숯불구이),,,,,,
3408,232.47,한식,,,,,,
3409,110.4,식육(숯불구이),,,,,,
3410,31.36,회집,,,,,,
3411,33.18,한식,,,,,,
3412,111.98,통닭(치킨),,,,,,
3413,50.32,통닭(치킨),,,,,,
3414,121.58,한식,,,,,,
3415,67.5,호프/통닭,,,,,,
3416,79.58,호프/통닭,,,,,,
3417,87,한식,,,,,,
3418,93,호프/통닭,,,,,,
3419,165.07,한식,,,,,,
3420,70.08,호프/통닭,,,,,,
3421,45.99,한식,,,,,,
3422,38.8,분식,,,,,,
3423,32.4,한식,,,,,,
3424,85.2,기타,,,,,,
3425,1544.39,기타,,,,,,
3426,115.08,기타,,,,,,
3427,80.69,기타,,,,,,
3428,80.69,기타,,,,,,
3429,80.69,기타,,,,,,
3430,59.7,호프/통닭,,,,,,
3431,63.38,기타,,,,,,
3432,135.3,한식,,,,,,
3433,143.32,식육(숯불구이),,,,,,
3434,42.97,한식,,,,,,
3435,62.25,탕류(보신용),,,,,,
3436,126.36,한식,,,,,,
3437,75.92,한식,,,,,,
3438,133.55,한식,,,,,,
3439,125.26,경양식,,,,,,
3440,151.8,한식,,,,,,
3441,116.39,한식,,,,,,
3442,33.48,한식,,,,,,
3443,205.52,한식,,,,,,
3444,114.85,한식,,,,,,
3445,867.26,경양식,,,,,,
3446,111.95,식육(숯불구이),,,,,,
3447,30.66,통닭(치킨),,,,,,
3448,430,한식,,,,,,
3449,147.66,식육(숯불구이),,,,,,
3450,320,한식,,,,,,
3451,48.75,식육(숯불구이),,,,,,
3452,130,한식,,,,,,
3453,28.55,호프/통닭,,,,,,
3454,76.68,호프/통닭,,,,,,
3455,487.82,식육(숯불구이),,,,,,
3456,65,한식,,,,,,
3457,228.88,회집,,,,,,
3458,72.06,호프/통닭,,,,,,
3459,72.96,통닭(치킨),,,,,,
3460,64.86,식육(숯불구이),,,,,,
3461,31.13,한식,,,,,,
3462,100,한식,,,,,,
3463,116.58,기타,,,,,,
3464,25.8,호프/통닭,,,,,,
3465,81,한식,,,,,,
3466,79.68,기타,,,,,,
3467,400.8,식육(숯불구이),,,,,,
3468,80.52,호프/통닭,,,,,,
3469,48.3,식육(숯불구이),,,,,,
3470,80,식육(숯불구이),,,,,,
3471,33,한식,,,,,,
3472,52.38,통닭(치킨),,,,,,
3473,16.24,한식,,,,,,
3474,147.8,한식,,,,,,
3475,58,한식,,,,,,
3476,132.28,까페,,,,,,
3477,186.19,기타,,,,,,
3478,43.55,통닭(치킨),,,,,,
3479,93.04,한식,,,,,,
3480,189.71,호프/통닭,,,,,,
3481,40.12,한식,,,,,,
3482,48.12,한식,,,,,,
3483,103.56,한식,,,,,,
3484,35.19,통닭(치킨),,,,,,
3485,65.25,호프/통닭,,,,,,
3486,65.12,기타,,,,,,
3487,123,한식,,,,,,
3488,61.95,한식,,,,,,
3489,97.67,기타,,,,,,
3490,79,호프/통닭,,,,,,
3491,86,호프/통닭,,,,,,
3492,112.9,한식,,,,,,
3493,42.14,분식,,,,,,
3494,46.08,한식,,,,,,
3495,196.36,까페,,,,,,
3496,67.47,까페,,,,,,
3497,88.11,한식,,,,,,
3498,90.72,호프/통닭,,,,,,
3499,137.44,한식,,,,,,
3500,78.28,한식,,,,,,
3501,29.82,패스트푸드,,,,,,
3502,96.05,한식,,,,,,
3503,102,호프/통닭,,,,,,
3504,171.88,까페,,,,,,
3505,24,분식,,,,,,
3506,40,호프/통닭,,,,,,
3507,44.5,호프/통닭,,,,,,
3508,95,회집,,,,,,
3509,104.44,한식,,,,,,
3510,132,한식,,,,,,
3511,94.4,식육(숯불구이),,,,,,
3512,26.55,중국식,,,,,,
3513,30.21,한식,,,,,,
3514,60.96,호프/통닭,,,,,,
3515,124.4,식육(숯불구이),,,,,,
3516,445.5,경양식,,,,,,
3517,1195.41,한식,,,,,,
3518,44.98,통닭(치킨),,,,,,
3519,72.5,한식,,,,,,
3520,87,통닭(치킨),,,,,,
3521,106.2,회집,,,,,,
3522,213.24,호프/통닭,,,,,,
3523,67,한식,,,,,,
3524,1447.6,한식,,,,,,
3525,54.21,식육(숯불구이),,,,,,
3526,332.4,식육(숯불구이),,,,,,
3527,460.04,한식,,,,,,
3528,89.62,한식,,,,,,
3529,23.1,한식,,,,,,
3530,593.11,한식,,,,,,
3531,115,한식,,,,,,
3532,70.14,호프/통닭,,,,,,
3533,127.89,까페,,,,,,
3534,72.46,한식,,,,,,
3535,219.05,식육(숯불구이),,,,,,
3536,56.11,식육(숯불구이),,,,,,
3537,48.64,한식,,,,,,
3538,70,한식,,,,,,
3539,36.31,경양식,,,,,,
3540,83.26,한식,,,,,,
3541,58.94,한식,,,,,,
3542,90,한식,,,,,,
3543,54,식육(숯불구이),,,,,,
3544,34.3,한식,,,,,,
3545,33,호프/통닭,,,,,,
3546,340.46,한식,,,,,,
3547,27.24,통닭(치킨),,,,,,
3548,56,한식,,,,,,
3549,77.76,한식,,,,,,
3550,21.96,한식,,,,,,
3551,265.65,한식,,,,,,
3552,76,한식,,,,,,
3553,169.56,한식,,,,,,
3554,72,한식,,,,,,
3555,53,호프/통닭,,,,,,
3556,119.21,한식,,,,,,
3557,82.5,한식,,,,,,
3558,66,통닭(치킨),,,,,,
3559,74.43,식육(숯불구이),,,,,,
3560,835.9,한식,,,,,,
3561,89.15,한식,,,,,,
3562,95.98,한식,,,,,,
